ID_Date,StationId,Date,PM2.5,PM10,NO2,CO,O3,AQI,HIS,HRI_Normalized,HRI_Category
TN_1_2024-01-01,1,01-01-2024,3.605497845,4.029094677,3.623540613,0.91027266,3.316692488,45.513633,3.401260146,0.00680252,Low
TN_1_2024-01-02,1,02-01-2024,3.936910721,4.478926459,3.752088968,0.91027266,3.295836866,45.513633,3.645866508,0.007291733,Low
TN_1_2024-01-03,1,03-01-2024,4.13558378,4.855692533,3.640739079,0.91027266,3.233961462,45.513633,3.783609803,0.00756722,Low
TN_1_2024-01-04,1,04-01-2024,4.13558378,4.855692533,3.804784667,0.91027266,3.004196352,45.513633,3.773751875,0.007547504,Low
TN_1_2024-01-05,1,05-01-2024,3.742183226,4.405498991,3.738145695,0.91027266,3.013572192,45.513633,3.514923826,0.007029848,Low
TN_1_2024-01-06,1,06-01-2024,3.733135545,4.397653891,3.576550269,0.91027266,3.024805521,45.513633,3.487241548,0.006974483,Low
TN_1_2024-01-07,1,07-01-2024,3.966511191,4.601061758,3.730021397,0.91027266,2.981126121,45.513633,3.63624375,0.007272488,Low
TN_1_2024-01-08,1,08-01-2024,3.840312158,4.490320344,3.804784667,0.91027266,2.968874819,45.513633,3.57376553,0.007147531,Low
TN_1_2024-01-09,1,09-01-2024,3.859465755,4.507005937,3.678829118,0.91027266,3.250374492,45.513633,3.607972306,0.007215945,Low
TN_1_2024-01-10,1,10-01-2024,4.13558378,4.834693344,3.765377425,0.91027266,3.125882958,45.513633,3.780843982,0.007561688,Low
TN_1_2024-01-11,1,11-01-2024,3.963476287,4.600157644,3.804784667,0.91027266,3.149311361,45.513633,3.671397782,0.007342796,Low
TN_1_2024-01-12,1,12-01-2024,4.13558378,4.760206188,3.693618208,0.91027266,3.099190982,45.513633,3.747454515,0.007494909,Low
TN_1_2024-01-13,1,13-01-2024,4.13558378,4.826632325,3.591542221,0.91027266,3.160398895,45.513633,3.757930838,0.007515862,Low
TN_1_2024-01-14,1,14-01-2024,4.13558378,4.855692533,3.759337918,0.91027266,3.216873822,45.513633,3.798836483,0.007597673,Low
TN_1_2024-01-15,1,15-01-2024,4.044278585,4.669927433,3.408503957,0.173953307,3.068517943,8.69766535,3.571927979,0.007143856,Low
TN_1_2024-01-16,1,16-01-2024,4.012411179,4.64208054,3.442978916,0.91027266,3.11750733,45.513633,3.639964251,0.007279929,Low
TN_1_2024-01-17,1,17-01-2024,4.038655656,4.665041583,3.568969157,0.21511138,3.084658483,10.755569,3.599345159,0.00719869,Low
TN_1_2024-01-18,1,18-01-2024,4.04041622,4.666735542,3.447444633,0.2390169,3.050220459,11.950845,3.579381016,0.007158762,Low
TN_1_2024-01-19,1,19-01-2024,3.953164949,4.589244035,3.697839195,0.91027266,3.012097628,45.513633,3.62843653,0.007256873,Low
TN_1_2024-01-20,1,20-01-2024,3.982481469,4.615219522,3.376221396,0.548121409,3.028199464,27.40607045,3.563148665,0.007126297,Low
TN_1_2024-01-21,1,21-01-2024,3.959478947,4.594816774,3.427839313,0.91027266,2.993229143,45.513633,3.588709359,0.007177419,Low
TN_1_2024-01-22,1,22-01-2024,4.13558378,4.855692533,3.804784667,0.91027266,2.888703701,45.513633,3.756427977,0.007512856,Low
TN_1_2024-01-23,1,23-01-2024,4.13558378,4.855692533,3.731220295,0.810930216,1.406096988,40.5465108,3.51306807,0.007026136,Low
TN_1_2024-01-24,1,24-01-2024,4.13558378,4.855692533,3.567841126,0.810930216,1.386294361,40.5465108,3.485590801,0.006971182,Low
TN_1_2024-01-25,1,25-01-2024,4.13558378,4.855692533,3.185112195,0.810930216,1.172482137,40.5465108,3.396109628,0.006792219,Low
TN_1_2024-01-26,1,26-01-2024,4.13558378,4.855692533,3.323956301,0.810930216,1.232560261,40.5465108,3.425947962,0.006851896,Low
TN_1_2024-01-27,1,27-01-2024,4.13558378,4.855692533,3.305787197,0.810930216,1.337629189,40.5465108,3.438982936,0.006877966,Low
TN_1_2024-01-28,1,28-01-2024,4.13558378,4.855692533,3.039270576,0.810930216,1.085189268,40.5465108,3.361139454,0.006722279,Low
TN_1_2024-01-29,1,29-01-2024,4.13558378,4.855692533,3.719893508,0.810930216,1.463255402,40.5465108,3.519942814,0.007039886,Low
TN_1_2024-01-30,1,30-01-2024,4.13558378,4.855692533,3.468232783,0.810930216,1.549687908,40.5465108,3.495158581,0.006990317,Low
TN_1_2024-01-31,1,31-01-2024,4.13558378,4.855692533,3.170945291,0.810930216,1.564440547,40.5465108,3.452778354,0.006905557,Low
TN_1_2024-02-01,1,01-02-2024,4.13558378,4.855692533,2.642622396,0.810930216,1.481604541,40.5465108,3.361104518,0.006722209,Low
TN_1_2024-02-02,1,02-02-2024,4.13558378,4.855692533,2.712042222,0.810930216,1.578978705,40.5465108,3.386123617,0.006772247,Low
TN_1_2024-02-03,1,03-02-2024,4.13558378,4.855692533,2.842581094,0.810930216,1.530394705,40.5465108,3.398416848,0.006796834,Low
TN_1_2024-02-04,1,04-02-2024,4.13558378,4.855692533,3.135928904,0.810930216,1.62924054,40.5465108,3.457245894,0.006914492,Low
TN_1_2024-02-05,1,05-02-2024,4.13558378,4.855692533,3.091496896,0.810930216,1.617406082,40.5465108,3.448805925,0.006897612,Low
TN_1_2024-02-06,1,06-02-2024,4.13558378,4.855692533,3.256942026,0.810930216,1.656321498,40.5465108,3.479460006,0.00695892,Low
TN_1_2024-02-07,1,07-02-2024,4.13558378,4.855692533,3.480008562,0.810930216,1.663926098,40.5465108,3.514060677,0.007028121,Low
TN_1_2024-02-08,1,08-02-2024,4.13558378,4.855692533,3.098740024,0.810930216,1.587192303,40.5465108,3.445360327,0.006890721,Low
TN_1_2024-02-09,1,09-02-2024,4.13558378,4.855692533,3.420346201,0.810930216,1.517322624,40.5465108,3.483120802,0.006966242,Low
TN_1_2024-02-10,1,10-02-2024,4.13558378,4.855692533,3.245322995,0.810930216,1.70837786,40.5465108,3.485525606,0.006971051,Low
TN_1_2024-02-11,1,11-02-2024,4.13558378,4.855692533,2.989714201,0.810930216,2.180417459,40.5465108,3.517990227,0.00703598,Low
TN_1_2024-02-12,1,12-02-2024,4.13558378,4.855692533,3.276012016,0.810930216,2.008214032,40.5465108,3.535104385,0.007070209,Low
TN_1_2024-02-13,1,13-02-2024,4.088829382,4.855692533,3.228033763,0.810930216,1.86872051,40.5465108,3.490619579,0.006981239,Low
TN_1_2024-02-14,1,14-02-2024,3.991203803,4.782311683,3.173459961,0.810930216,1.997417706,40.5465108,3.449223923,0.006898448,Low
TN_1_2024-02-15,1,15-02-2024,4.13558378,4.855692533,3.139832618,0.810930216,1.940179474,40.5465108,3.504472292,0.007008945,Low
TN_1_2024-02-16,1,16-02-2024,4.13558378,4.855692533,3.450622265,0.810930216,1.85159947,40.5465108,3.537803738,0.007075607,Low
TN_1_2024-02-17,1,17-02-2024,4.13558378,4.855692533,3.281662813,0.810930216,1.617406082,40.5465108,3.477330812,0.006954662,Low
TN_1_2024-02-18,1,18-02-2024,4.13558378,4.855692533,2.959068289,0.810930216,2.024193067,40.5465108,3.489959681,0.006979919,Low
TN_1_2024-02-19,1,19-02-2024,4.13558378,4.855692533,3.01406323,0.810930216,1.638996715,40.5465108,3.44042947,0.006880859,Low
TN_1_2024-02-20,1,20-02-2024,4.13558378,4.855692533,2.853592506,0.810930216,1.733423892,40.5465108,3.430522938,0.006861046,Low
TN_1_2024-02-21,1,21-02-2024,4.13558378,4.855692533,3.112181086,0.810930216,1.621366483,40.5465108,3.452502613,0.006905005,Low
TN_1_2024-02-22,1,22-02-2024,4.13558378,4.855692533,2.831447079,0.810930216,1.562346305,40.5465108,3.401539485,0.006803079,Low
TN_1_2024-02-23,1,23-02-2024,4.07973841,4.855692533,2.810606789,0.810930216,1.749199855,40.5465108,3.406895595,0.006813791,Low
TN_1_2024-02-24,1,24-02-2024,4.029094677,4.817535864,3.008154794,0.810930216,1.699278616,40.5465108,3.401775136,0.00680355,Low
TN_1_2024-02-25,1,25-02-2024,3.905401129,4.705829669,2.925309809,0.810930216,1.652497402,40.5465108,3.311111916,0.006622224,Low
TN_1_2024-02-26,1,26-02-2024,3.694364384,4.518413322,2.869601996,0.810930216,1.774952351,40.5465108,3.200407039,0.006400814,Low
TN_1_2024-02-27,1,27-02-2024,3.133753571,4.045854353,3.376221396,0.810930216,1.743968805,40.5465108,2.95739889,0.005914798,Low
TN_1_2024-02-28,1,28-02-2024,3.125882958,4.039008017,2.851861903,0.810930216,1.675225653,40.5465108,2.863967195,0.005727934,Low
TN_1_2024-02-29,1,29-02-2024,3.251923679,4.142022998,3.098288862,0.810930216,1.648658626,40.5465108,2.966814182,0.005933628,Low
TN_1_2024-03-01,1,01-03-2024,4.079400115,4.855692533,2.963209082,0.806475866,1.680827909,40.3237933,3.418966309,0.006837933,Low
TN_1_2024-03-02,1,02-03-2024,4.13558378,4.855692533,2.793616089,0.75612198,2.297572551,37.806099,3.50066795,0.007001336,Low
TN_1_2024-03-03,1,03-03-2024,4.13558378,4.712139407,2.60046499,0.91027266,1.859418118,45.513633,3.385498907,0.006770998,Low
TN_1_2024-03-04,1,04-03-2024,3.971046346,4.474263916,2.729159164,0.91027266,1.89761986,45.513633,3.29347632,0.006586953,Low
TN_1_2024-03-05,1,05-03-2024,3.618725194,4.11887456,2.837322537,0.91027266,1.954445052,45.513633,3.106064862,0.00621213,Low
TN_1_2024-03-06,1,06-03-2024,3.362456553,3.85925494,3.052112607,0.91027266,1.838961071,45.513633,2.966361846,0.005932724,Low
TN_1_2024-03-07,1,07-03-2024,3.39785848,3.895283681,3.078233495,0.91027266,1.859418118,45.513633,2.994746396,0.005989493,Low
TN_1_2024-03-08,1,08-03-2024,3.321432413,3.817712326,2.647592232,0.91027266,1.840549633,45.513633,2.881177972,0.005762356,Low
TN_1_2024-03-09,1,09-03-2024,3.17805383,3.671733295,2.716018371,0.91027266,1.964311234,45.513633,2.823328871,0.005646658,Low
TN_1_2024-03-10,1,10-03-2024,3.258481079,3.753964701,2.885359216,0.91027266,1.924248652,45.513633,2.891427999,0.005782856,Low
TN_1_2024-03-11,1,11-03-2024,3.17971911,3.673765816,2.660259537,0.91027266,2.141241943,45.513633,2.842595631,0.005685191,Low
TN_1_2024-03-12,1,12-03-2024,3.234355396,3.729301369,2.885359216,0.854415328,2.066862759,42.7207664,2.89262456,0.005785249,Low
TN_1_2024-03-13,1,13-03-2024,3.492560388,3.991019012,2.33020026,0.91027266,2.063058062,45.513633,2.970166903,0.005940334,Low
TN_1_2024-03-14,1,14-03-2024,4.13558378,4.723219853,1.880990603,0.91027266,2.075684493,45.513633,3.312787817,0.006625576,Low
TN_1_2024-03-15,1,15-03-2024,4.096176217,4.600358629,1.798404012,0.91027266,1.95160817,45.513633,3.237280426,0.006474561,Low
TN_1_2024-03-16,1,16-03-2024,3.931433399,4.434381865,1.621366483,0.91027266,1.95160817,45.513633,3.11157062,0.006223141,Low
TN_1_2024-03-17,1,17-03-2024,3.650917948,4.151197374,1.717395054,0.91027266,1.848454813,45.513633,2.941525371,0.005883051,Low
TN_1_2024-03-18,1,18-03-2024,3.838376465,4.340553386,1.830980182,0.91027266,1.880990603,45.513633,3.076392993,0.006152786,Low
TN_1_2024-03-19,1,19-03-2024,3.887525374,4.389622711,1.996059933,0.91027266,1.915450942,45.513633,3.135793456,0.006271587,Low
TN_1_2024-03-20,1,20-03-2024,3.75279278,4.254193263,2.075684493,0.91027266,1.998773639,45.513633,3.079221775,0.006158444,Low
TN_1_2024-03-21,1,21-03-2024,4.037774211,4.541484634,2.014903021,0.91027266,1.996059933,45.513633,3.241263841,0.006482528,Low
TN_1_2024-03-22,1,22-03-2024,4.13558378,4.681297546,2.061786606,0.91027266,1.925707442,45.513633,3.306930083,0.00661386,Low
TN_1_2024-03-23,1,23-03-2024,4.091172871,4.595927605,2.047692843,0.91027266,1.915450942,45.513633,3.26639124,0.006532782,Low
TN_1_2024-03-24,1,24-03-2024,3.829076085,4.331127999,2.13771045,0.91027266,1.903598951,45.513633,3.120182306,0.006240365,Low
TN_1_2024-03-25,1,25-03-2024,3.721346644,4.222297927,2.235376343,0.91027266,2.029463172,45.513633,3.088799,0.006177598,Low
TN_1_2024-03-26,1,26-03-2024,3.553059731,4.052306551,2.207174908,0.91027266,1.903598951,45.513633,2.964290888,0.005928582,Low
TN_1_2024-03-27,1,27-03-2024,3.491647285,3.990279503,2.0255132,0.91027266,1.945910149,45.513633,2.906387194,0.005812774,Low
TN_1_2024-03-28,1,28-03-2024,3.42913675,3.926714554,1.809926773,0.91027266,1.912501087,45.513633,2.831267946,0.005662536,Low
TN_1_2024-03-29,1,29-03-2024,3.354455119,3.851210866,1.60341984,0.91027266,1.908059925,45.513633,2.754611239,0.005509222,Low
TN_1_2024-03-30,1,30-03-2024,3.379292546,3.877845554,1.717395054,0.91027266,1.89009537,45.513633,2.784364609,0.005568729,Low
TN_1_2024-03-31,1,31-03-2024,3.271468275,3.760502198,2.63188884,0.91027266,1.900613874,45.513633,2.856042119,0.005712084,Low
TN_1_2024-04-01,1,01-04-2024,3.281287085,3.776890331,1.931521412,0.91027266,1.809926773,45.513633,2.744917556,0.005489835,Low
TN_1_2024-04-02,1,02-04-2024,3.260401572,3.756070704,1.776645831,0.91027266,1.771556762,45.513633,2.703415881,0.005406832,Low
TN_1_2024-04-03,1,03-04-2024,3.352707173,3.8495091,1.960094784,0.91027266,1.773255998,45.513633,2.786854669,0.005573709,Low
TN_1_2024-04-04,1,04-04-2024,3.280911216,3.766997233,2.254444718,0.91027266,2.124653885,45.513633,2.83796029,0.005675921,Low
TN_1_2024-04-05,1,05-04-2024,3.266522478,3.761897547,1.860974538,0.91027266,1.824549292,45.513633,2.727613095,0.005455226,Low
TN_1_2024-04-06,1,06-04-2024,3.235929579,3.73098063,1.840549633,0.91027266,1.941615225,45.513633,2.723672505,0.005447345,Low
TN_1_2024-04-07,1,07-04-2024,3.332561589,3.828858764,1.860974538,0.91027266,1.885553349,45.513633,2.776617696,0.005553235,Low
TN_1_2024-04-08,1,08-04-2024,3.39718936,3.894469846,1.74745921,0.91027266,1.871802177,45.513633,2.796550212,0.0055931,Low
TN_1_2024-04-09,1,09-04-2024,3.16674007,3.660222745,1.894616855,0.91027266,2.043814364,45.513633,2.70520666,0.005410413,Low
TN_1_2024-04-10,1,10-04-2024,3.362802994,3.859676525,1.989243274,0.91027266,2.000127735,45.513633,2.831333097,0.005662666,Low
TN_1_2024-04-11,1,11-04-2024,3.139832618,3.633366744,2.020222182,0.91027266,1.985130862,45.513633,2.699113325,0.005398227,Low
TN_1_2024-04-12,1,12-04-2024,3.227240741,3.722072421,2.005525859,0.91027266,2.024193067,45.513633,2.75553747,0.005511075,Low
TN_1_2024-04-13,1,13-04-2024,3.19253185,3.686877451,2.186051277,0.91027266,2.122261539,45.513633,2.776379699,0.005552759,Low
TN_1_2024-04-14,1,14-04-2024,3.136797714,3.62912945,1.968509981,0.91027266,2.412335957,45.513633,2.753315719,0.005506631,Low
TN_1_2024-04-15,1,15-04-2024,3.061988069,3.554204551,2.000127735,0.91027266,1.993338843,45.513633,2.650294215,0.005300588,Low
TN_1_2024-04-16,1,16-04-2024,3.100092289,3.592919063,1.960094784,0.91027266,1.972691172,45.513633,2.664207226,0.005328414,Low
TN_1_2024-04-17,1,17-04-2024,3.258481079,3.753964701,2.647592232,0.91027266,1.927164106,45.513633,2.85620027,0.005712401,Low
TN_1_2024-04-18,1,18-04-2024,3.300640127,3.796836596,1.948763218,0.91027266,1.877937165,45.513633,2.769465517,0.005538931,Low
TN_1_2024-04-19,1,19-04-2024,3.293983297,3.789629357,1.871802177,0.90016135,1.954445052,45.0080675,2.764254713,0.005528509,Low
TN_1_2024-04-20,1,20-04-2024,3.17722015,3.670970034,1.769854634,0.91027266,1.968509981,45.513633,2.681551519,0.005363103,Low
TN_1_2024-04-21,1,21-04-2024,3.212857753,3.707210411,1.909542505,0.91027266,2.03077637,45.513633,2.733377914,0.005466756,Low
TN_1_2024-04-22,1,22-04-2024,3.220474546,3.715034412,2.412335957,0.91027266,1.997417706,45.513633,2.80841501,0.00561683,Low
TN_1_2024-04-23,1,23-04-2024,3.165053018,3.658677945,2.754297452,0.91027266,2.065596135,45.513633,2.836449347,0.005672899,Low
TN_1_2024-04-24,1,24-04-2024,3.262701304,3.75793899,2.42568729,0.891998039,2.123458427,44.59990195,2.853001865,0.005706004,Low
TN_1_2024-04-25,1,25-04-2024,3.142426653,3.635742356,2.231089091,0.91027266,2.069391206,45.513633,2.744884228,0.005489768,Low
TN_1_2024-04-26,1,26-04-2024,3.115291509,3.608211551,2.215937286,0.91027266,2.399711804,45.513633,2.775779545,0.005551559,Low
TN_1_2024-04-27,1,27-04-2024,3.104586678,3.597312261,2.198335072,0.91027266,2.089391873,45.513633,2.72011971,0.005440239,Low
TN_1_2024-04-28,1,28-04-2024,3.286908235,3.784189634,2.141241943,0.91027266,1.954445052,45.513633,2.801845606,0.005603691,Low
TN_1_2024-04-29,1,29-04-2024,3.2554006,3.750914845,2.095560924,0.91027266,1.961502244,45.513633,2.776705662,0.005553411,Low
TN_1_2024-04-30,1,30-04-2024,3.272606147,3.767921661,2.186051277,0.91027266,2.306577114,45.513633,2.852314091,0.005704628,Low
TN_1_2024-05-01,1,01-05-2024,3.360128564,4.144856134,3.009145623,0.573096772,2.645342972,28.6548386,3.117741997,0.006235484,Low
TN_1_2024-05-02,1,02-05-2024,3.332561589,3.829076085,2.129421474,0.91027266,2.136530509,45.513633,2.854585641,0.005709171,Low
TN_1_2024-05-03,1,03-05-2024,3.388787362,3.886089623,2.158714723,0.91027266,1.986503546,45.513633,2.870407989,0.005740816,Low
TN_1_2024-05-04,1,04-05-2024,3.254242969,3.749739342,2.048982334,0.91027266,1.950186706,45.513633,2.767322497,0.005534645,Low
TN_1_2024-05-05,1,05-05-2024,3.108614431,3.601686242,2.004179057,0.91027266,1.981001469,45.513633,2.677240956,0.005354482,Low
TN_1_2024-05-06,1,06-05-2024,3.301377046,3.796836596,1.948763218,0.91027266,2.017566138,45.513633,2.790667785,0.005581336,Low
TN_1_2024-05-07,1,07-05-2024,3.156574799,3.650138626,1.81319475,0.91027266,2.164471791,45.513633,2.705013083,0.005410026,Low
TN_1_2024-05-08,1,08-05-2024,3.208825489,3.703275334,1.786746927,0.91027266,2.276241118,45.513633,2.749383227,0.005498766,Low
TN_1_2024-05-09,1,09-05-2024,3.108614431,3.601413428,1.919859472,0.91027266,1.960094784,45.513633,2.661388812,0.005322778,Low
TN_1_2024-05-10,1,10-05-2024,3.059176446,3.55134004,2.090628731,0.91027266,2.251291799,45.513633,2.700862112,0.005401724,Low
TN_1_2024-05-11,1,11-05-2024,3.079153882,3.571502586,2.080690761,0.91027266,1.796747011,45.513633,2.643222437,0.005286445,Low
TN_1_2024-05-12,1,12-05-2024,3.001714345,3.492560388,1.560247668,0.91027266,2.024193067,45.513633,2.552433494,0.005104867,Low
TN_1_2024-05-13,1,13-05-2024,2.901970894,3.390473418,1.69744879,0.91027266,2.046401688,45.513633,2.515913005,0.005031826,Low
TN_1_2024-05-14,1,14-05-2024,2.782539053,3.268427604,2.32825284,0.91027266,2.05796251,45.513633,2.539955138,0.00507991,Low
TN_1_2024-05-15,1,15-05-2024,2.711377991,3.194992884,2.101692151,0.91027266,2.739548868,45.513633,2.564943937,0.005129888,Low
TN_1_2024-05-16,1,16-05-2024,2.719319793,3.203559121,2.294552921,0.91027266,2.327277706,45.513633,2.536953568,0.005073907,Low
TN_1_2024-05-17,1,17-05-2024,2.703372612,3.186765771,1.87946505,0.91027266,2.200552367,45.513633,2.445901735,0.004891803,Low
TN_1_2024-05-18,1,18-05-2024,2.692598097,3.175968324,1.93874166,0.91027266,1.795087259,45.513633,2.387503019,0.004775006,Low
TN_1_2024-05-19,1,19-05-2024,2.695302628,3.178886817,2.460443178,0.806475866,1.822935087,40.3237933,2.46123195,0.004922464,Low
TN_1_2024-05-20,1,20-05-2024,2.688527535,3.171784217,2.531313023,0.806475866,1.902107526,40.3237933,2.47959136,0.004959183,Low
TN_1_2024-05-21,1,21-05-2024,2.685122696,3.168424281,2.640484882,0.810930216,1.905088155,40.5465108,2.494827991,0.004989656,Low
TN_1_2024-05-22,1,22-05-2024,2.683757509,3.167161389,2.470638678,0.810930216,2.071913275,40.5465108,2.49358129,0.004987163,Low
TN_1_2024-05-23,1,23-05-2024,2.683074215,3.166318574,2.424802726,0.810930216,2.447550863,40.5465108,2.542601679,0.005085203,Low
TN_1_2024-05-24,1,24-05-2024,3.191710157,3.686626919,2.433613355,0.806475866,2.149433913,40.3237933,2.806859962,0.00561372,Low
TN_1_2024-05-25,1,25-05-2024,2.764430535,3.24998682,2.506341931,0.806475866,2.435366204,40.3237933,2.601951199,0.005203902,Low
TN_1_2024-05-26,1,26-05-2024,2.682390454,3.165475048,2.436241478,0.806475866,2.209372711,40.3237933,2.507695136,0.00501539,Low
TN_1_2024-05-27,1,27-05-2024,2.905807566,3.394508394,2.392425797,0.810930216,2.032087845,40.5465108,2.610429815,0.00522086,Low
TN_1_2024-05-28,1,28-05-2024,4.006423681,4.509539955,2.495681723,0.806475866,2.17702187,40.3237933,3.311186403,0.006622373,Low
TN_1_2024-05-29,1,29-05-2024,3.956422593,4.459450532,2.496505786,0.806475866,2.341805806,40.3237933,3.306004866,0.00661201,Low
TN_1_2024-05-30,1,30-05-2024,3.816392774,4.318554212,2.367436065,0.802001585,2.588515632,40.10007925,3.238968937,0.006477938,Low
TN_1_2024-05-31,1,31-05-2024,2.72850621,3.213662258,2.306577114,0.806475866,2.217027205,40.3237933,2.517580972,0.005035162,Low
TN_1_2024-06-01,1,01-06-2024,2.985681938,3.476304854,2.173614712,0.806475866,1.790091412,40.3237933,2.589268397,0.005178537,Low
TN_1_2024-06-02,1,02-06-2024,3.113070766,3.606041176,2.190535589,0.810930216,2.021547563,40.5465108,2.703990557,0.005407981,Low
TN_1_2024-06-03,1,03-06-2024,3.279406325,3.77505715,2.256541154,0.806475866,2.117459609,40.3237933,2.828304202,0.005656608,Low
TN_1_2024-06-04,1,04-06-2024,3.111290614,3.604410297,2.442347035,0.802001585,2.117459609,40.10007925,2.754225444,0.005508451,Low
TN_1_2024-06-05,1,05-06-2024,2.682390454,3.165475048,2.524127363,0.806475866,2.056684555,40.3237933,2.497974795,0.00499595,Low
TN_1_2024-06-06,1,06-06-2024,2.682390454,3.165475048,2.635479508,0.806475866,2.124653885,40.3237933,2.524873016,0.005049746,Low
TN_1_2024-06-07,1,07-06-2024,2.682390454,3.165475048,2.504709277,0.810930216,1.589235205,40.5465108,2.425390115,0.00485078,Low
TN_1_2024-06-08,1,08-06-2024,2.682390454,3.165475048,2.323367632,0.806475866,1.78339122,40.3237933,2.426866835,0.004853734,Low
TN_1_2024-06-09,1,09-06-2024,2.682390454,3.165475048,2.269028309,0.802001585,1.853168097,40.10007925,2.42873504,0.00485747,Low
TN_1_2024-06-10,1,10-06-2024,2.682390454,3.165475048,2.556451817,0.806475866,2.140066163,40.3237933,2.515330705,0.005030661,Low
TN_1_2024-06-11,1,11-06-2024,2.682390454,3.165475048,2.481567749,0.806475866,1.93874166,40.3237933,2.473899419,0.004947799,Low
TN_1_2024-06-12,1,12-06-2024,2.682390454,3.165475048,2.557227311,0.810930216,1.803358605,40.5465108,2.46538633,0.004930773,Low
TN_1_2024-06-13,1,13-06-2024,3.000719815,3.491342732,2.452727751,0.806475866,1.702928256,40.3237933,2.627083606,0.005254167,Low
TN_1_2024-06-14,1,14-06-2024,2.777576264,3.262701304,2.200552367,0.810930216,1.702928256,40.5465108,2.454442133,0.004908884,Low
TN_1_2024-06-15,1,15-06-2024,2.761906874,3.247268899,2.286455711,0.806475866,1.809926773,40.3237933,2.47358959,0.004947179,Low
TN_1_2024-06-16,1,16-06-2024,2.773837942,3.259249719,2.142416341,0.806475866,1.994700313,40.3237933,2.486870794,0.004973742,Low
TN_1_2024-06-17,1,17-06-2024,2.793616089,3.279406325,2.076938411,0.806475866,2.017566138,40.3237933,2.492440481,0.004984881,Low
TN_1_2024-06-18,1,18-06-2024,2.796671393,3.282789151,2.292534757,0.810930216,1.928618652,40.5465108,2.513798308,0.005027597,Low
TN_1_2024-06-19,1,19-06-2024,2.751748056,3.236715743,2.291524146,0.810930216,1.885553349,40.5465108,2.479945401,0.004959891,Low
TN_1_2024-06-20,1,20-06-2024,2.743417345,3.228033763,2.172476408,0.806475866,1.860974538,40.3237933,2.45286974,0.004905739,Low
TN_1_2024-06-21,1,21-06-2024,2.744060639,3.228826156,2.209372711,0.806475866,1.800058272,40.3237933,2.449689997,0.00489938,Low
TN_1_2024-06-22,1,22-06-2024,2.756840365,3.241810796,2.219203484,0.810930216,1.834180185,40.5465108,2.464447399,0.004928895,Low
TN_1_2024-06-23,1,23-06-2024,2.753023567,3.238286218,2.379546134,0.806475866,1.967112357,40.3237933,2.505776163,0.005011552,Low
TN_1_2024-06-24,1,24-06-2024,2.740840024,3.225652809,2.192770227,0.806475866,1.89761986,40.3237933,2.45991331,0.004919827,Low
TN_1_2024-06-25,1,25-06-2024,2.761906874,3.246880021,2.100468909,0.806475866,1.885553349,40.3237933,2.456938336,0.004913877,Low
TN_1_2024-06-26,1,26-06-2024,2.766319109,3.251923679,2.071913275,0.806475866,1.81319475,40.3237933,2.444606398,0.004889213,Low
TN_1_2024-06-27,1,27-06-2024,2.766319109,3.251149385,2.179286877,0.806475866,1.711994501,40.3237933,2.445338828,0.004890678,Low
TN_1_2024-06-28,1,28-06-2024,2.780060737,3.266141017,2.059238834,0.806475866,1.899117988,40.3237933,2.463957622,0.004927915,Low
TN_1_2024-06-29,1,29-06-2024,2.744060639,3.228826156,2.312535424,0.806475866,1.960094784,40.3237933,2.48916988,0.00497834,Low
TN_1_2024-06-30,1,30-06-2024,2.742773637,3.227637331,1.944480556,0.806475866,1.919859472,40.3237933,2.427178697,0.004854357,Low
TN_1_2024-07-01,1,01-07-2024,2.780680892,3.266522478,2.079441542,0.806475866,1.720979287,40.3237933,2.440579643,0.004881159,Low
TN_1_2024-07-02,1,02-07-2024,2.753660712,3.238678452,2.038619547,0.806475866,1.887069649,40.3237933,2.442951828,0.004885904,Low
TN_1_2024-07-03,1,03-07-2024,2.738902665,3.222867846,2.076938411,0.806475866,1.846878768,40.3237933,2.433553058,0.004867106,Low
TN_1_2024-07-04,1,04-07-2024,2.735016649,3.219275745,2.233235015,0.806475866,1.781709133,40.3237933,2.444963972,0.004889928,Low
TN_1_2024-07-05,1,05-07-2024,2.80819715,3.294354286,2.119863456,0.806475866,1.814824742,40.3237933,2.47730839,0.004954617,Low
TN_1_2024-07-06,1,06-07-2024,3.038312721,3.529590596,2.240709689,0.806475866,1.521698998,40.3237933,2.590815991,0.005181632,Low
TN_1_2024-07-07,1,07-07-2024,3.410157123,3.907814161,2.479056236,0.802001585,1.814824742,40.10007925,2.894790838,0.005789582,Low
TN_1_2024-07-08,1,08-07-2024,3.793014219,4.294833423,2.228938553,0.806475866,1.870262531,40.3237933,3.096791082,0.006193582,Low
TN_1_2024-07-09,1,09-07-2024,3.91780625,4.420766463,2.159868791,0.806475866,1.83736998,40.3237933,3.156657205,0.006313314,Low
TN_1_2024-07-10,1,10-07-2024,3.710396298,4.21094171,2.074429,0.806475866,1.89761986,40.3237933,3.027829047,0.006055658,Low
TN_1_2024-07-11,1,11-07-2024,4.13558378,4.846860675,2.194999882,0.806475866,1.894616855,40.3237933,3.353259589,0.006706519,Low
TN_1_2024-07-12,1,12-07-2024,3.763986927,4.264930863,2.106570209,0.806475866,1.85629799,40.3237933,3.058705957,0.006117412,Low
