Date,AQI_Forecast
2024-12-31,7.153350991380195
2025-01-01,16.88771932173537
2025-01-02,5.43013963475274
2025-01-03,17.386151968571294
2025-01-04,40.41718083596107
2025-01-05,5.710495713430991
2025-01-06,16.700922132145045
2025-01-07,45.74770976425228
2025-01-08,19.409776938777803
2025-01-09,14.427542591663332
2025-01-10,4.73109557848808
2025-01-11,17.001825563855537
2025-01-12,19.4486645950227
2025-01-13,5.83517214153494
2025-01-14,4.573626965614118
2025-01-15,11.215614121801304
2025-01-16,45.84508385858388
2025-01-17,19.56103904417202
2025-01-18,21.129211777860633
2025-01-19,19.5126953090878
2025-01-20,5.258857158896719
2025-01-21,9.223783180862219
2025-01-22,45.56953269521358
2025-01-23,18.80862752423046
2025-01-24,24.01415874154403
2025-01-25,19.480392135432833
2025-01-26,15.351935943554928
2025-01-27,9.358746827645607
