Date,AQI_Forecast
2024-12-31,14.588307143093303
2025-01-01,16.660981096033332
2025-01-02,16.03260033049912
2025-01-03,17.143153612640674
2025-01-04,12.274338803395793
2025-01-05,20.532665131109198
2025-01-06,16.464462217510132
2025-01-07,12.307582051654327
2025-01-08,19.20324578130175
2025-01-09,9.983015566442766
2025-01-10,20.789294563116062
2025-01-11,16.600622044933758
2025-01-12,19.128967716676343
2025-01-13,20.513953544980147
2025-01-14,20.649779531985427
2025-01-15,14.871265863846002
2025-01-16,12.31998234000089
2025-01-17,19.550159940450605
2025-01-18,10.989829279812666
2025-01-19,19.2288350970786
2025-01-20,14.636837798403295
2025-01-21,9.767340832135691
2025-01-22,13.8576150737403
2025-01-23,14.228295912331706
2025-01-24,10.744645525525545
2025-01-25,19.19079017943805
2025-01-26,14.912390898206333
2025-01-27,12.062903346530561
