Date,AQI_Forecast,HRI
2024-12-31,32.40686732695748,1.0024597660589496
2025-01-01,45.48453600085443,1.4069986110872021
2025-01-02,28.68767572411076,0.8874119304720544
2025-01-03,45.5127707011469,1.4078720108751042
2025-01-04,34.03145321888771,1.052713990780397
2025-01-05,21.183803907349247,0.6552904634362795
2025-01-06,40.489526082254265,1.2524851734277478
2025-01-07,40.7727734025662,1.2612470213284404
2025-01-08,40.37913060489227,1.2490702483350586
2025-01-09,29.749512754262657,0.920258329665763
2025-01-10,16.862130868731736,0.5216057323708988
2025-01-11,10.798477727521794,0.334035355756819
2025-01-12,40.59808460508452,1.2558432749777115
2025-01-13,31.32468879459676,0.9689841317917052
2025-01-14,44.209075548022895,1.3675440789887123
2025-01-15,45.41655184603993,1.4048956191736837
2025-01-16,45.50982867899313,1.4077810036570892
2025-01-17,40.30401097390994,1.246746530743314
2025-01-18,45.51856387510972,1.4080512143678983
2025-01-19,40.537543612130456,1.2539705265561685
2025-01-20,32.30084370383011,0.9991800779803499
2025-01-21,30.86265055942753,0.9546916444474333
2025-01-22,45.53583914180537,1.408585599862047
2025-01-23,45.51271441393816,1.4078702697113707
2025-01-24,45.50293302887287,1.40756769665223
2025-01-25,40.38858015768492,1.249362556640774
2025-01-26,34.38719026295045,1.0637182038804083
2025-01-27,31.352959585486516,0.9698586479902539
