Date,AQI_Forecast,HRI
2024-12-31,7.153350991380195,0.22127861014790012
2025-01-01,16.88771932173537,0.5223972743102364
2025-01-02,5.43013963475274,0.1679735487235299
2025-01-03,17.386151968571294,0.5378155703615688
2025-01-04,40.41718083596107,1.2502472774304934
2025-01-05,5.710495713430991,0.1766459602284586
2025-01-06,16.700922132145045,0.5166189722890034
2025-01-07,45.74770976425228,1.4151395124161374
2025-01-08,19.409776938777803,0.6004134942447201
2025-01-09,14.427542591663332,0.44629525048887897
2025-01-10,4.73109557848808,0.14634962765649598
2025-01-11,17.001825563855537,0.5259269865662092
2025-01-12,19.4486645950227,0.6016164278818572
2025-01-13,5.83517214153494,0.1805026459638979
2025-01-14,4.573626965614118,0.14147856291485872
2025-01-15,11.215614121801304,0.3469388693240272
2025-01-16,45.84508385858388,1.4181516397791134
2025-01-17,19.56103904417202,0.6050925696165298
2025-01-18,21.129211777860636,0.6536017345380595
2025-01-19,19.5126953090878,0.6035971257998227
2025-01-20,5.258857158896719,0.1626751720262614
2025-01-21,9.22378318086222,0.2853244479442167
2025-01-22,45.56953269521358,1.4096278614088518
2025-01-23,18.80862752423046,0.5818178029243094
2025-01-24,24.01415874154403,0.7428434137515514
2025-01-25,19.480392135432837,0.6025978736481599
2025-01-26,15.351935943554928,0.4748900274518733
2025-01-27,9.358746827645607,0.28949935397311233
